question number,question text,answer,explination,,,,,,,,,,,,,,,,,,,,,,
Question: 204,"A new app builder on the Cloud Kicks team is getting familiar with relationships in the data model. What functionality would present the app builder a comprehensive view of all relationships In one pi

A. Schema Builder  
B. Lightning Object Creator 
C. Object Manager  
D. Lightning Record Page",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 205,"An app builder wants to create a new field using Schema Builder. Who will get access to the new field by default?

A. Standard profiles 
B. No profiles  
C. Internal profiles 
D. All profiles",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 206,"DreamHouse Realty (DHR) recently acquired Cloud Kicks (CK), a company that is still on Salesforce Classic. DHR is keeping the CK Salesforce org; however, it will migrate this org to Lightning Experience.  
Where should the app builder find prebuilt resources to help with this project and overall adoption?

A. Import Wizard  
B. Lightning Object Creator 
C. AppExchange  
D. Flow Builder
",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 207,"An app builder at Ursa Major Solar has been working on a new custom app in a sandbox that has been upgraded to the next major Salesforce version, and their production instance is still on the current Salesforce version. The development is complete and they are ready to deploy a change set. What should the app builder consider when planning the deployment?

A. It will fall if there is a feature only available In the next version.  
B. The change set components will be upgraded to the next version in production. 
C. The change set will be automatically deployed when production is upgraded. 
D. The deployment is not possible due to different versions.",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 208,"Northern Trail Outfitters has two custom objects that are part of a master-detail relationship. What determines the ownership and sharing access of the detail record?

A. The default owner is set in the parent object's settings.  
B. The Owner field on the Detail record.  
C. The Owner field on the Master record.  
D. The owner is set independently on the detail object's settings.",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 209,"An app builder installs an unmanaged package in a full copy sandbox that is an exact match for production, and now they are ready to install it in production. When the app builder attempts to install the package in production, it fails. Why did the package fail to install?

A. Incorrect license types  
B. Package features not compatible 
C. Object limits exceeded  
D. Apex unit test failures
",Answer: D,,,,,,,,,,,,,,,,,,,,,,,
Question: 210,"The CFO of Cloud Kicks needs to sign off on any major show retail deal that has a discount of more than 30% before the deal can be closed.  
What feature would be used to handle this requirement?

A. Approval Process 
B. Email Alert  
C. Field Update  
D. Workflow Rule",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 211,"DreamMouse Realty has a mentorship program that pairs experienced Realtors wrth new Realtors. Each experienced Realtor can mentor one or several new Realtors, and each new Realtor is required to work with a single experienced Realtor they report to for a probationary period.  
What type of relationship would an app builder set up to meet this specification?

A. Indirect lookup 
B. Many-to-many 
C. Master-detail 
D. Lookup
",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 212,"The Director of Marketing at Northern Trail Outfitters wants the app builder to create a formula field that tracks how many days have elapsed since a contact was sent a marketing communication. The director is only interested in whole units.  
Which function should be used to return a date for calculating the difference?

A. DATFTIMEVALUE() 
B. TODAY()  
C. DATEVALUE()  
D. NOW()",Answer: B,,,,,,,,,,,,,,,,,,,,,,,
Question: 213,"Sales Managers want to be automatically notified any time there rs a change to an Opportunity Close Date and want these changes to be tracked on the Opportunity.  
Which two configurations should an app builder recommend?  
Choose 2 answers

A. Create an Opportunity outbound message.  
B. Use Process Builder on Opportunities and a Chatter post action. 
C. Activate Historical Trending for Opportunities.  
D. Enable Feed Tracking on Opportunities.","Answer: B, C",,,,,,,,,,,,,,,,,,,,,,,
Question: 214,"An app builder created multiple custom fields, page layouts, and reports in the sandbox and added them to a change set set was deployed to production, the reports were NOT deployed.  
What should the app builder do?

A. Move the reports to the Untried Public Reports folder and add them to a new change set.  
B. Move the reports from the Unfiled Public Reports folder and add them to a new change set  
C. Recreate the reports in production. Reports are not supported in change sets  
D. Add the reports to an unmanaged package and install the unmanaged package into production.",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 215,"An app builder wanes to show Groups as the last navigation menu item in the mobile app. However, (he app builder is unable to select Groups as one of the items on the drop-down menu.  
What could cause this?

A. Groups is available in the recent section of the navigation menu.  
B. Groups is included m the Smart Search items but unavailable on the navigation menu. 
C. Groups is unavailable in the selected list for the navigation menu.
D. Groups is available in the Chatter section of the navigation menu.",Answer: B,,,,,,,,,,,,,,,,,,,,,,,
Question: 216,"The Recruiting ream at AW Computing captures the job acceptance and date of hire of a candidate on the Job Application custom object. Once the candidate accepts the recruiter s job offer, the date of hire should be entered and not be changed on subsequent cecord edit.  
Which validation formula should the app builder use?

A. NOT(ISCLANK(Job_Accepted_c)) && ISCHANGED(Hire_Date_c) 
B. (ISBLANK(Job_Accepted_c) II NOT(lSCMANGED(Mire_Daie_c)) 
C. NOT{IS&lANK(Job_Accepted_c)) II ISCHANGED(Hire_Date_c)  
D. (lSBLANK(Job_Accepted_c) && NOT(lSCHANGED(Hire_Date_c))",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 217,"An app builder wants to use Process Builder to automate some of the work being done by the sales team.  
What are three capabilities of Process Builder that can improve productivity?  
Choose 3 answers

A. Send an email alert.  
B. Update a related record.  
C. Send an outbound message. 
D. Delete a related record.  
E. Create a child record.
","Answer: A, B, E",,,,,,,,,,,,,,,,,,,,,,,
Question: 218,"Universal Containers uses a custom object called Reviews to capture information generated by interviewers during the candidate process. The Review records are visible to any user that has access to the related custom Candidate record. The VP of Human Resources wants the comment field on the Review to be private to anyone outside of the MR department

How should the app builder meet thts requirement?  
A. Create a page layout with the field and use field-level security to hide the field from all other users.  
B. Create an Apex sharing rule to share the field with users that have ""MR'' in their role.  
C. Create a sharing rule to share the field with the VP of HR with Role and Subordinates.  
D. Create a page layout with the field for HR users and another page layout without the field for all other users.",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 219,"When a deal is closed- won, it has to be approved by the owner's manager prior to being added to the leaderboard for a quarterly sales competition. An opportunity is won on the last day of the quarter and the manager is on vacation.  
What is recommended to ensure all of the appropriate deals are reviewed and the leaderboard is up to date?

A. Forward the approval request to the manager's assistant. 
B. Set up a delegated approver for the manager  
C. Have the manager log on and reassign the approval request 
D. Use Process Builder to assign a delegated approver.
",Answer: B,,,,,,,,,,,,,,,,,,,,,,,
Question: 220,"At Ursa Major Solar, there is a single Lightning record page for the Celestial Bodies custom object; however, there is a Lightning component the app builder wants to restrict to mobile app users. Which feature on the Lightning app builder should be utilized?

A. Chatter feed  
B. Highlights panel  
C. Component visibility filter 
D. Related list quick links",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 221,"Ursa Major Solar (UMS) uses a public sharing model for accounts. UMS would like to move to a more restrictive sharing model but wants the Sales team to continue to have access to all account records with the sales record type.  
Which two actions should an app builder complete to implement this change?

Choose 2 answers

A. Update the Sales profile.  
B. Update the organization-wide defaults C. Create a criteria based sharing rule.  
D. Create an owner-based sharing rule.
","Answer: B, C",,,,,,,,,,,,,,,,,,,,,,,
Question: 222,"Universal Containers uses a custom object called Projects. When managers assign projects they set a custom field on the Uroject called Estimated Hours. Once set, users should be able to decrease but not increase the value  
How can an app builder meet this requirement?

A. Create a formula default value for the custom field.  
B. Create a formula held that uses the PREVGROUPVAL function 
C. Create a validation rule that uses the ISCHANGED function  
D. Create a validation rule that uses the PRIOR VALUE function.",Answer: D,,,,,,,,,,,,,,,,,,,,,,,
Question: 223,"An app builder at Universal Containers has been asked to add the Chatter feed to a custom object record page.  
Which approach should the app builder use?

A. Add the standard Chatter feed component.  
B. Add the standard related list component  
C. Add a custom Chatter feed component  
D. Add the Chatter feed component from the AppExchange.
",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 224,"Ursa Major Solar wants to create a relationship between the standard Contact object and a custom Solar Project object Contacts potentially be related to multiple Solar Project objects, and a Solar Project can have multiple Contacts associated with it.  
How should an app builder configure the data model?

A. One Master-detail relationship on Conuct and one Master-detail relationship on Solar Project B. Two Lookup relationships on a new custom object  
C. One Lookup relationship on Contact and one Lookup relationship on Solar Project  
D. Two Master-detail relationships on a new custom object",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 225,"Managers at Universal Containers want a quick way to create additional accounts to form a hierarchy from a Parent Account record They want to auto-populate five fieids based on the parent to make it easier for users to create the child accounts quickly.  
What should the app builder recommend?

A. Add Path on Account hierarchy 
B. Add a custom link on Account  
C. Customize a Global Quick Action 
D. A Create a custom action",Answer: D,,,,,,,,,,,,,,,,,,,,,,,
Question: 226,"Cloud Kicks wants to summarize the number of open Cases related to an Account, as well as the number of closed Cases to indicate whether customer support utilization is high, medium, or low. Two number fields have been created: NUM_Open_Cases__c and NUM_Closed_Cases_c  
Which two automation solutions would meet these business requirements?

Choose 2 answers

A. AppExchange 
B. Process Builder 
C. Workflow  
D. Apex","Answer: B, D",,,,,,,,,,,,,,,,,,,,,,,
Question: 227,"Northern Trail Outfitters wants the field sales team to only see the accounts that they own Separate North American and European marketing teams should only see accounts m their respective regions. The inside sales team needs to see all accounts in Salesforce.  
Mow can this be accomplished?

A. Set the Organization-Wide Default to Public for accounts. Create criteria- based sharing rules for each marketing team, and create an Inside Sales Team permission set with the ""View Air setting for accounts,  
B. Set the Organization-Wide Default to Public for accounts. Create profiles for each marketing team, and create an Inside Sales Team role that is at the top of the Role Hteran

C. Set the Organization-Wide Default to Private for accounts. Create criteria- based sharing rules for each marketing team, and create an Inside Sales Team profile with the ""View All"" setting for accounts.  
D. Set the Organization-Wide Default to Private for accounts. Create permission sets for each marketing team, and create an Inside Sales Team profile with the ""View All"" setting for accounts.",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 228,"Northern Trail Outfitters wants to broadcast an email to 7,000 contacts m Salesforce on a regular basis but realizes Salesforce is mass functionality has a limitation on the number erf emails that can be sent each day.  
What action should the app builder take?

A. Request Salesforce increase the number of maximum daily emails.  
B. Develop Apex code and bghtnrrvg web component to send dairy emails  
C. Research and evaluate products available on AppExchange to send mass emails. 
D. Export Contacts to a CSV file and use an email client to send the emails.",Answer: C,,,,,,,,,,,,,,,,,,,,,,,
Question: 229,"Universal Containers utilizes opportunities and a custom object called Detaited.Sales__c. The company would like to roll sales metrics up to an opportunity for only Detailed.Sales__c records that have their picklist status set to Active.  
What is the recommended method for the app bunder to achieve this request?

A. Utilize the AppExchange to download a third-party application that can roH up the sales dollars with the appropriate filter.  
B. Create a master-detail relationship between the parent and child object with a roll-up summary field that fitters on the status held.
C. Create a lookup relationship between the parent and child object with a roll-up summary held that filters on the status field.  
D. Utilize Apex code to roll up the desired amounts.
",Answer: B,,,,,,,,,,,,,,,,,,,,,,,
Question: 230,"An app builder at Northern Trad Outfitters created a sandbox template for Accounts, Projects, and Project Milestones to reconfigure some flows for the project management app.  
Which type of testing environment should the app builder create?

A. Developer  
B. Partial Copy 
C. Developer Pro 
D. Scratch Org",Answer: B,,,,,,,,,,,,,,,,,,,,,,,
Question: 231,"Ursa Major Solar (UMS) is looking to hire some new employees. UMS wants to allow the same applicant to apply for multiple open positions using a single application.  
What should an app builder recommend to meet these requirements?

A. Create a master-detail relationship on Open_Position__c to Application__c  
B. Create a master-detail relationship held on Applicant__c to Application__c  
C. Create a master-detail relationship field on Application__c to Open.Position__c 
D. Create a master-detail relationship field on Applicant__c to Apphcabon_c
",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 232,"The finance manager at Universal Containers wants to receive a new business notification email each time a new client is won. The sales manager wants to receive a task letting them know to onboard the new client unless it is a top-tier client.  
Which automation tool should an app builder use to best address all these requests?

A. Record-triggered flow 
B. Screen flow  
C. Apex  
D. Approval process",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 233,"The sales Operations team at AWS Computing deletes accounts for a variety of reasons. The sales ops director is worried that the Sales team may delete accounts that sales reps are actively selling into.  
how should the app builder keep accounts with open opportunities from being delected?

A. Create an Apex Trigger on the Account object  
B. Create a validation rule on the Account object.  
C. Remove the delete button on the account layout  
D. Remove the Delete permission from the Sales Rep profile.",Answer: A,,,,,,,,,,,,,,,,,,,,,,,
Question: 234,"Cloud Kicks has a shipment date on each shipment that is sent out. Dispatchers need more details on the day and time the shipment was sent out. The app builder needs to change the current field type that is used from Date to Date/Time.  
What should the app builder be aware of when it comes to data already in the system?

A. The change will be instant  
B. Historical data will be updated to 12:00 timestamp. 
C. The field name will change.  
D. Data loss will be experienced.",Answer: D,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
